Time,Source,Destination,Protocol,Length
0.0,0.00998918255515797,8.799210161986845e-05,1,0.0736434108527132
2.3471655843283496e-05,8.799210161986845e-05,0.00998918255515797,1,0.5968992248062015
0.004249294327179112,0.00998918255515797,8.799210161986845e-05,1,0.05426356589147291
0.004276035173555889,8.799210161986845e-05,0.00998918255515797,1,0.624031007751938
0.005778636282831863,0.00998918255515797,8.799210161986845e-05,1,0.027131782945736427
0.005805424303675213,8.799210161986845e-05,0.00998918255515797,1,0.2868217054263566
0.006095523685864481,0.00998918255515797,8.799210161986845e-05,1,0.06201550387596899
0.006179046078931578,0.00998918255515797,7.69930889173849e-05,1,0.06201550387596899
0.00621518407904965,7.69930889173849e-05,0.00998918255515797,1,0.22868217054263568
0.006411295412762654,0.00998918255515797,8.799210161986845e-05,1,0.05038759689922484
0.006485257900178777,8.799210161986845e-05,0.00998918255515797,1,0.22868217054263568
0.00649625426833689,0.00998918255515797,7.69930889173849e-05,1,0.05038759689922484
0.006522459684518066,8.799210161986845e-05,0.00998918255515797,1,0.24418604651162795
0.006541383721783734,7.69930889173849e-05,0.00998918255515797,1,0.24418604651162795
0.02741961618905888,0.00998918255515797,8.799210161986845e-05,1,0.06201550387596899
0.02741961618905888,0.00998918255515797,8.799210161986845e-05,1,0.06201550387596899
0.027447383080083616,8.799210161986845e-05,0.00998918255515797,1,0.4922480620155039
0.027447383080083616,8.799210161986845e-05,0.00998918255515797,1,0.6162790697674418
0.04106527408521934,0.9999994158940148,8.799210161986845e-05,1,0.08527131782945735
0.04109259753625829,8.799210161986845e-05,0.9999994158940148,1,0.5620155038759691
0.047324754988380825,0.09999042066184434,8.799210161986845e-05,1,0.12403100775193798
0.04735593023461544,8.799210161986845e-05,0.09999042066184434,1,0.12403100775193798
0.05624101457615773,0.00998918255515797,0.0,1,0.08139534883720934
0.05624101457615773,0.00998918255515797,0.0,1,0.08139534883720934
0.056350924007102315,0.0,0.00998918255515797,1,0.7248062015503876
0.056350924007102315,0.0,0.00998918255515797,1,0.5503875968992249
0.0874528493270488,0.9999998514984784,8.799210161986845e-05,1,0.11240310077519383
0.08745744176136967,0.9999998514984784,8.799210161986845e-05,1,0.11240310077519383
0.0874853383821775,8.799210161986845e-05,0.9999998514984784,1,0.6317829457364341
0.08749322831171177,8.799210161986845e-05,0.9999998514984784,1,0.872093023255814
0.09006814278576014,0.9999998514984784,8.799210161986845e-05,1,0.08139534883720934
0.09006814278576014,0.9999998514984784,8.799210161986845e-05,1,0.08139534883720934
0.09009651586868034,8.799210161986845e-05,0.9999998514984784,1,0.7635658914728682
0.09022536113050722,8.799210161986845e-05,0.9999998514984784,1,0.9224806201550386
0.10886635395546193,0.00998918255515797,8.799210161986845e-05,1,0.023255813953488358
0.10889405716095678,8.799210161986845e-05,0.00998918255515797,1,0.3139534883720931
0.10892078857244024,0.00998918255515797,8.799210161986845e-05,1,0.10077519379844962
0.10894616607673306,8.799210161986845e-05,0.00998918255515797,1,0.16279069767441862
0.12117634466848413,0.9999994158940148,8.799210161986845e-05,1,0.10077519379844962
0.1212058758845587,8.799210161986845e-05,0.9999994158940148,1,0.16279069767441862
0.13108391670320468,0.9999995940958407,8.799210161986845e-05,1,0.027131782945736427
0.13111270020398405,8.799210161986845e-05,0.9999995940958407,1,0.678294573643411
0.13111270020398405,0.9999995940958407,8.799210161986845e-05,1,0.027131782945736427
0.1311418021324128,8.799210161986845e-05,0.9999995940958407,1,0.5852713178294573
0.13355694140562585,0.09999038106143858,8.799210161986845e-05,1,0.011627906976744207
0.13358494181026012,8.799210161986845e-05,0.09999038106143858,1,0.2751937984496124
0.1340608095243663,0.9999992376921888,8.799210161986845e-05,1,0.015503875968992276
0.1340668879543842,0.9999992376921888,7.69930889173849e-05,1,0.015503875968992276
0.13407060766107345,0.9999992376921888,0.0,1,0.015503875968992276
0.13408683331885118,8.799210161986845e-05,0.9999992376921888,1,0.07751937984496127
0.13410208246517083,7.69930889173849e-05,0.9999992376921888,1,0.07751937984496127
0.13411432188052314,0.9999992376921888,7.69930889173849e-05,2,0.18604651162790697
0.13417937311120365,0.0,0.9999992376921888,1,0.07751937984496127
0.1341913436320965,0.9999992376921888,0.0,2,0.18604651162790697
0.17042295912035982,0.9999998514984784,8.799210161986845e-05,1,0.015503875968992276
0.17043502399018579,0.9999998514984784,8.799210161986845e-05,1,0.015503875968992276
0.17044980610928637,8.799210161986845e-05,0.9999998514984784,1,0.2131782945736434
0.17046352680288904,8.799210161986845e-05,0.9999998514984784,1,0.16666666666666669
0.18379697700310094,0.9999994158940148,7.69930889173849e-05,1,0.0
0.18379697700310094,0.9999994158940148,7.69930889173849e-05,1,0.0
0.1838370352013912,7.69930889173849e-05,0.9999994158940148,1,0.12403100775193798
0.18384729328914745,7.69930889173849e-05,0.9999994158940148,1,0.29457364341085274
0.18989558589907926,0.9999994158940148,8.799210161986845e-05,1,0.05813953488372092
0.18992188566419357,8.799210161986845e-05,0.9999994158940148,1,0.9689922480620154
0.1929145394746372,0.9999997722976667,8.799210161986845e-05,1,0.0
0.19291514802525597,0.9999997722976667,8.799210161986845e-05,1,0.0
0.1929173251268883,0.9999997722976667,8.799210161986845e-05,1,0.0
0.1929173251268883,0.9999997722976667,8.799210161986845e-05,1,0.0
0.19294521467152612,8.799210161986845e-05,0.9999997722976667,1,0.12403100775193798
0.19294521467152612,8.799210161986845e-05,0.9999997722976667,1,0.12403100775193798
0.19294521467152612,8.799210161986845e-05,0.9999997722976667,1,0.29457364341085274
0.19294521467152612,8.799210161986845e-05,0.9999997722976667,1,0.29457364341085274
0.2844717608088302,0.9999995940958407,8.799210161986845e-05,1,0.027131782945736427
0.2844995253411316,8.799210161986845e-05,0.9999995940958407,1,0.678294573643411
0.2844995253411316,0.9999995940958407,8.799210161986845e-05,1,0.027131782945736427
0.28452813901383134,8.799210161986845e-05,0.9999995940958407,1,0.5852713178294573
0.2896017552524564,0.9999994158940148,8.799210161986845e-05,1,0.015503875968992276
0.2896278733958744,8.799210161986845e-05,0.9999994158940148,1,0.4224806201550388
0.29007545058237694,0.9999994158940148,8.799210161986845e-05,1,0.015503875968992276
0.29010305000404535,8.799210161986845e-05,0.9999994158940148,1,0.4224806201550388
0.2909557332047949,0.9999994158940148,8.799210161986845e-05,1,0.05038759689922484
0.29098201174139926,8.799210161986845e-05,0.9999994158940148,1,0.8604651162790697
0.2943137296716113,0.00998918255515797,8.799210161986845e-05,1,0.023255813953488358
0.2943137296716113,0.00998918255515797,8.799210161986845e-05,1,0.023255813953488358
0.2943435934676752,8.799210161986845e-05,0.00998918255515797,1,0.3139534883720931
0.2943435934676752,8.799210161986845e-05,0.00998918255515797,1,0.3139534883720931
0.29438300537577344,0.00998918255515797,7.69930889173849e-05,1,0.023255813953488358
0.29438300537577344,0.00998918255515797,7.69930889173849e-05,1,0.023255813953488358
0.29447145278315073,7.69930889173849e-05,0.00998918255515797,1,0.3139534883720931
0.29447806664336423,7.69930889173849e-05,0.00998918255515797,1,0.3139534883720931
0.29848028706059176,0.00998918255515797,8.799210161986845e-05,1,0.20542635658914732
0.29850857758819543,8.799210161986845e-05,0.00998918255515797,1,0.496124031007752
0.2985212250626836,0.00998918255515797,8.799210161986845e-05,1,0.08527131782945735
0.2985470837465355,8.799210161986845e-05,0.00998918255515797,1,0.3759689922480621
0.29855331785229305,0.00998918255515797,8.799210161986845e-05,1,0.24806201550387602
0.2985792826786947,8.799210161986845e-05,0.00998918255515797,1,0.5387596899224807
0.29865611809112513,0.00998918255515797,7.69930889173849e-05,1,0.24806201550387602
0.29876377494129086,7.69930889173849e-05,0.00998918255515797,1,0.5387596899224807
0.3167802721777552,0.00998918255515797,8.799210161986845e-05,1,0.023255813953488358
0.316806647422016,8.799210161986845e-05,0.00998918255515797,1,0.3139534883720931
0.33214831466423084,0.9999997722976667,8.799210161986845e-05,1,0.0
0.3321488689642131,0.9999997722976667,8.799210161986845e-05,1,0.0
0.3321511356973319,0.9999997722976667,8.799210161986845e-05,1,0.0
0.3321511356973319,0.9999997722976667,8.799210161986845e-05,1,0.0
0.33217926347302584,8.799210161986845e-05,0.9999997722976667,1,0.12403100775193798
0.33217926347302584,8.799210161986845e-05,0.9999997722976667,1,0.12403100775193798
0.33217926347302584,8.799210161986845e-05,0.9999997722976667,1,0.29457364341085274
0.33217926347302584,8.799210161986845e-05,0.9999997722976667,1,0.29457364341085274
0.3742341045499257,0.9999999999999999,8.799210161986845e-05,1,0.20542635658914732
0.37426175350478397,8.799210161986845e-05,0.9999999999999999,1,0.496124031007752
0.3742713605849015,0.9999999999999999,8.799210161986845e-05,1,0.08527131782945735
0.37429587715517937,8.799210161986845e-05,0.9999999999999999,1,0.3759689922480621
0.3743039015319434,0.9999999999999999,8.799210161986845e-05,1,0.24806201550387602
0.3743457547186868,8.799210161986845e-05,0.9999999999999999,1,0.5387596899224807
0.3759051114286965,0.00998918255515797,8.799210161986845e-05,1,0.0736434108527132
0.3759307130117055,8.799210161986845e-05,0.00998918255515797,1,0.6046511627906976
0.3798083456627144,0.00998918255515797,7.69930889173849e-05,1,0.0736434108527132
0.3798083456627144,0.00998918255515797,7.69930889173849e-05,1,0.0736434108527132
0.3799057279140605,7.69930889173849e-05,0.00998918255515797,1,0.29457364341085274
0.3799057279140605,7.69930889173849e-05,0.00998918255515797,1,0.1356589147286822
0.38843651785930133,0.00998918255515797,8.799210161986845e-05,1,0.06589147286821706
0.38846317143291487,8.799210161986845e-05,0.00998918255515797,1,0.7248062015503876
0.39670146789178784,0.00998918255515797,8.799210161986845e-05,1,0.023255813953488358
0.39672733836925644,8.799210161986845e-05,0.00998918255515797,1,0.3139534883720931
0.3967461774924822,0.00998918255515797,8.799210161986845e-05,1,0.11240310077519383
0.39678435107083293,8.799210161986845e-05,0.00998918255515797,1,0.17441860465116282
0.4051551535301388,0.9999999999999999,8.799210161986845e-05,1,0.0736434108527132
0.4051551535301388,0.9999999999999999,8.799210161986845e-05,1,0.0736434108527132
0.40518330253434276,8.799210161986845e-05,0.9999999999999999,1,0.1356589147286822
0.40518330253434276,8.799210161986845e-05,0.9999999999999999,1,0.29457364341085274
0.4068183270887352,0.9999999999999999,8.799210161986845e-05,1,0.06201550387596899
0.4068838524228048,0.9999999999999999,7.69930889173849e-05,1,0.06201550387596899
0.40692079710630125,7.69930889173849e-05,0.9999999999999999,1,0.22868217054263568
0.4072074268064741,8.799210161986845e-05,0.9999999999999999,1,0.22868217054263568
0.40721300990459297,0.9999999999999999,8.799210161986845e-05,2,0.3372093023255814
0.4206837590310416,0.9999999999999999,8.799210161986845e-05,1,0.08139534883720934
0.420710985774424,8.799210161986845e-05,0.9999999999999999,1,0.554263565891473
0.4254816405125488,0.9999997722976667,8.799210161986845e-05,1,0.0
0.42548217830146773,0.9999997722976667,8.799210161986845e-05,1,0.0
0.42548442852352325,0.9999997722976667,8.799210161986845e-05,1,0.0
0.42548442852352325,0.9999997722976667,8.799210161986845e-05,1,0.0
0.425511994923065,8.799210161986845e-05,0.9999997722976667,1,0.12403100775193798
0.425511994923065,8.799210161986845e-05,0.9999997722976667,1,0.12403100775193798
0.425511994923065,8.799210161986845e-05,0.9999997722976667,1,0.29457364341085274
0.425511994923065,8.799210161986845e-05,0.9999997722976667,1,0.29457364341085274
0.43314693231319557,0.9999994158940148,8.799210161986845e-05,1,0.05813953488372092
0.43314693231319557,0.9999994158940148,8.799210161986845e-05,1,0.05813953488372092
0.4331755554207886,8.799210161986845e-05,0.9999994158940148,1,0.34108527131782945
0.4331755554207886,8.799210161986845e-05,0.9999994158940148,1,0.1821705426356589
0.4378767009411417,0.9999995940958407,8.799210161986845e-05,1,0.027131782945736427
0.43790543019128453,8.799210161986845e-05,0.9999995940958407,1,0.678294573643411
0.43790543019128453,0.9999995940958407,8.799210161986845e-05,1,0.027131782945736427
0.437933862242288,8.799210161986845e-05,0.9999995940958407,1,0.5852713178294573
0.4416943842800299,0.9999999999999999,8.799210161986845e-05,1,0.0736434108527132
0.441722434217854,8.799210161986845e-05,0.9999999999999999,1,0.6162790697674418
0.4750516147042708,0.9999999999999999,8.799210161986845e-05,1,0.08139534883720934
0.4750516147042708,0.9999999999999999,8.799210161986845e-05,1,0.08139534883720934
0.47507905609147627,8.799210161986845e-05,0.9999999999999999,1,0.5426356589147288
0.47507905609147627,8.799210161986845e-05,0.9999999999999999,1,0.7286821705426356
0.48599878225247223,0.9999994158940148,7.69930889173849e-05,1,0.0
0.48599878225247223,0.9999994158940148,7.69930889173849e-05,1,0.0
0.4860348259036572,7.69930889173849e-05,0.9999994158940148,1,0.29457364341085274
0.48604796635132097,7.69930889173849e-05,0.9999994158940148,1,0.12403100775193798
0.5448115742006513,0.9999992376921888,8.799210161986845e-05,1,0.04651162790697677
0.544816409583475,0.9999992376921888,7.69930889173849e-05,1,0.04651162790697677
0.5448203132705839,0.9999992376921888,0.0,1,0.04651162790697677
0.5448258774989161,0.9999992376921888,8.799210161986845e-05,1,0.04651162790697677
0.5448299863949546,0.9999992376921888,8.799210161986845e-05,1,0.04651162790697677
0.5448391759810429,8.799210161986845e-05,0.9999992376921888,1,0.29457364341085274
0.5448552742677609,7.69930889173849e-05,0.9999992376921888,1,0.29457364341085274
0.5448586755468009,8.799210161986845e-05,0.9999992376921888,1,0.25581395348837216
0.5448667353044148,0.9999992376921888,7.69930889173849e-05,2,0.40310077519379844
0.544916733162812,8.799210161986845e-05,0.9999992376921888,1,0.25581395348837216
0.5449268969016351,0.0,0.9999992376921888,1,0.29457364341085274
0.5449852210533823,0.9999992376921888,0.0,2,0.40310077519379844
0.5744383846142703,0.00998918255515797,8.799210161986845e-05,1,0.08527131782945735
0.5744659675248754,8.799210161986845e-05,0.00998918255515797,1,0.5503875968992249
0.5913851866688571,0.9999995940958407,8.799210161986845e-05,1,0.027131782945736427
0.5914127625032922,8.799210161986845e-05,0.9999995940958407,1,0.678294573643411
0.5914127625032922,0.9999995940958407,8.799210161986845e-05,1,0.027131782945736427
0.5914424258078732,8.799210161986845e-05,0.9999995940958407,1,0.5852713178294573
0.6234534880127168,0.9999999999999999,8.799210161986845e-05,1,0.023255813953488358
0.6234534880127168,0.9999999999999999,8.799210161986845e-05,1,0.023255813953488358
0.6234811110216185,8.799210161986845e-05,0.9999999999999999,1,0.3139534883720931
0.6234811110216185,8.799210161986845e-05,0.9999999999999999,1,0.3139534883720931
0.6316076181470539,0.9999992376921888,8.799210161986845e-05,1,0.015503875968992276
0.6316315568301163,0.9999992376921888,7.69930889173849e-05,1,0.015503875968992276
0.6316354770282886,8.799210161986845e-05,0.9999992376921888,1,0.07751937984496127
0.6316596209202805,0.9999992376921888,0.0,1,0.015503875968992276
0.631667081562169,7.69930889173849e-05,0.9999992376921888,1,0.07751937984496127
0.631750575650556,0.0,0.9999992376921888,1,0.07751937984496127
0.672984713097596,0.9999994158940148,8.799210161986845e-05,1,0.06589147286821706
0.6730122346813946,8.799210161986845e-05,0.9999994158940148,1,0.8643410852713178
0.697731520718298,0.9999995940958407,8.799210161986845e-05,1,0.04651162790697677
0.6978235675374749,8.799210161986845e-05,0.9999995940958407,1,0.15503875968992248
0.6978235675374749,0.9999995940958407,8.799210161986845e-05,1,0.04651162790697677
0.6978535587045984,8.799210161986845e-05,0.9999995940958407,1,0.23255813953488375
0.7024654383405792,0.9999992376921888,8.799210161986845e-05,1,0.015503875968992276
0.7024933443962804,8.799210161986845e-05,0.9999992376921888,1,0.07751937984496127
0.7025002578143567,0.9999992376921888,7.69930889173849e-05,1,0.015503875968992276
0.7025090723634357,0.9999992376921888,0.0,1,0.015503875968992276
0.7025330936018146,7.69930889173849e-05,0.9999992376921888,1,0.07751937984496127
0.7026178118676094,0.0,0.9999992376921888,1,0.07751937984496127
0.7118735224057807,0.9999995940958407,8.799210161986845e-05,1,0.04651162790697677
0.7119029404031355,8.799210161986845e-05,0.9999995940958407,1,0.15503875968992248
0.7119029404031355,0.9999995940958407,8.799210161986845e-05,1,0.04651162790697677
0.7119317309800848,8.799210161986845e-05,0.9999995940958407,1,0.23255813953488375
0.729658711439022,0.00998918255515797,8.799210161986845e-05,1,0.0736434108527132
0.7296869052589692,8.799210161986845e-05,0.00998918255515797,1,0.6162790697674418
0.7349229431860044,0.9999992376921888,8.799210161986845e-05,1,0.0426356589147287
0.7349267124258835,0.9999992376921888,7.69930889173849e-05,1,0.0426356589147287
0.7349324865805921,0.9999992376921888,0.0,1,0.0426356589147287
0.734950917644682,8.799210161986845e-05,0.9999992376921888,1,0.6744186046511629
0.7349599043805641,0.9999992376921888,8.799210161986845e-05,1,0.0426356589147287
0.7349886713702802,8.799210161986845e-05,0.9999992376921888,1,0.6744186046511629
0.7350224364947296,7.69930889173849e-05,0.9999992376921888,1,0.6744186046511629
0.7350386857397407,0.9999992376921888,7.69930889173849e-05,2,0.7829457364341086
0.7350386857397407,0.0,0.9999992376921888,1,0.6744186046511629
0.7350570601944708,0.9999992376921888,0.0,2,0.7829457364341086
0.7448359968937406,0.9999995940958407,8.799210161986845e-05,1,0.027131782945736427
0.7448649549400463,8.799210161986845e-05,0.9999995940958407,1,0.678294573643411
0.7448649549400463,0.9999995940958407,8.799210161986845e-05,1,0.027131782945736427
0.7448935544604061,8.799210161986845e-05,0.9999995940958407,1,0.5852713178294573
0.7494359579007418,0.00998918255515797,8.799210161986845e-05,1,0.20542635658914732
0.7494620548156498,8.799210161986845e-05,0.00998918255515797,1,0.496124031007752
0.749469168725209,0.00998918255515797,8.799210161986845e-05,1,0.08527131782945735
0.7494944872614187,8.799210161986845e-05,0.00998918255515797,1,0.3759689922480621
0.7495026625964757,0.00998918255515797,8.799210161986845e-05,1,0.24806201550387602
0.7495279174471555,8.799210161986845e-05,0.00998918255515797,1,0.5387596899224807
0.7851540604505739,0.9999992376921888,8.799210161986845e-05,1,0.015503875968992276
0.7851576905257767,0.9999992376921888,7.69930889173849e-05,1,0.015503875968992276
0.7851611083158798,0.9999992376921888,0.0,1,0.015503875968992276
0.7851826387424237,8.799210161986845e-05,0.9999992376921888,1,0.07751937984496127
0.7851931515722994,7.69930889173849e-05,0.9999992376921888,1,0.07751937984496127
0.7852514851589399,0.0,0.9999992376921888,1,0.07751937984496127
0.7892865767444753,0.9999994158940148,8.799210161986845e-05,1,0.05813953488372092
0.7893144049623066,8.799210161986845e-05,0.9999994158940148,1,0.9689922480620154
0.7893675422814543,0.9999994158940148,7.69930889173849e-05,1,0.05813953488372092
0.7894197526223337,7.69930889173849e-05,0.9999994158940148,1,1.0
0.8154169996761402,0.00998918255515797,8.799210161986845e-05,1,0.05426356589147291
0.8154441249944197,8.799210161986845e-05,0.00998918255515797,1,0.3449612403100775
0.8216748719299916,0.9999998514984784,8.799210161986845e-05,1,0.04651162790697677
0.8216748719299916,0.9999998514984784,8.799210161986845e-05,1,0.04651162790697677
0.8217029619661124,8.799210161986845e-05,0.9999998514984784,1,0.26744186046511625
0.8217029619661124,8.799210161986845e-05,0.9999998514984784,1,0.22093023255813954
0.8951915960178514,0.9999992376921888,8.799210161986845e-05,1,0.015503875968992276
0.8951957049138899,0.9999992376921888,7.69930889173849e-05,1,0.015503875968992276
0.895199129780163,0.9999992376921888,0.0,1,0.015503875968992276
0.8952181528838085,8.799210161986845e-05,0.9999992376921888,1,0.07751937984496127
0.8952437639017109,7.69930889173849e-05,0.9999992376921888,1,0.07751937984496127
0.8952891079989805,0.0,0.9999992376921888,1,0.07751937984496127
0.8988184185411561,0.9999995940958407,8.799210161986845e-05,1,0.027131782945736427
0.898846086365801,8.799210161986845e-05,0.9999995940958407,1,0.678294573643411
0.898846086365801,0.9999995940958407,8.799210161986845e-05,1,0.027131782945736427
0.8988746481465875,8.799210161986845e-05,0.9999995940958407,1,0.5852713178294573
0.9017282457819146,0.9999999999999999,8.799210161986845e-05,1,0.10077519379844962
0.9017564207320751,8.799210161986845e-05,0.9999999999999999,1,0.16279069767441862
0.9023867352910173,0.9999999999999999,8.799210161986845e-05,1,0.023255813953488358
0.90241214817616,8.799210161986845e-05,0.9999999999999999,1,0.3139534883720931
0.9943445810651329,0.00998918255515797,0.0,1,0.031007751937984496
0.9943471898131343,0.00998918255515797,0.0,1,0.031007751937984496
0.9944354225766888,0.0,0.00998918255515797,1,0.4302325581395349
0.9944354225766888,0.0,0.00998918255515797,1,0.434108527131783
0.9999719736494092,0.9999998514984784,8.799210161986845e-05,1,0.05038759689922484
0.9999719736494092,0.9999998514984784,8.799210161986845e-05,1,0.05038759689922484
1.0,8.799210161986845e-05,0.9999998514984784,1,0.28294573643410853
1.0,8.799210161986845e-05,0.9999998514984784,1,0.23643410852713181
